"icd_code","icd_version","long_title"
"F39",10,"Unspecified mood [affective] disorder"
"F10229",10,"Alcohol dependence with intoxication, unspecified"
"Z915",10,"Personal history of self-harm"
"Z590",10,"Homelessness"
"E8782",9,"Surgical operation with anastomosis, bypass, or graft, with natural or artificial tissues used as implant causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation"
"V4582",9,"Percutaneous transluminal coronary angioplasty status"
"E8497",9,"Accidents occurring in residential institution"
"9971",9,"Cardiac complications, not elsewhere classified"
"99811",9,"Hemorrhage complicating a procedure"
"30390",9,"Other and unspecified alcohol dependence, unspecified"
"42731",9,"Atrial fibrillation"
"4111",9,"Intermediate coronary syndrome"
"4019",9,"Unspecified essential hypertension"
"2910",9,"Alcohol withdrawal delirium"
"E8844",9,"Accidental fall from bed"
"V1582",9,"Personal history of tobacco use"
"2724",9,"Other and unspecified hyperlipidemia"
"71941",9,"Pain in joint, shoulder region"
"45182",9,"Phlebitis and thrombophlebitis of superficial veins of upper extremities"
"41401",9,"Coronary atherosclerosis of native coronary artery"
"E780",10,"Pure hypercholesterolemia"
"E785",10,"Hyperlipidemia, unspecified"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"I6032",10,"Nontraumatic subarachnoid hemorrhage from left posterior communicating artery"
"I10",10,"Essential (primary) hypertension"
"R627",10,"Adult failure to thrive"
"B9561",10,"Methicillin susceptible Staphylococcus aureus infection as the cause of diseases classified elsewhere"
"A4151",10,"Sepsis due to Escherichia coli [E. coli]"
"K661",10,"Hemoperitoneum"
"K7201",10,"Acute and subacute hepatic failure with coma"
"Y848",10,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
"I97610",10,"Postprocedural hemorrhage of a circulatory system organ or structure following a cardiac catheterization"
"K7581",10,"Nonalcoholic steatohepatitis (NASH)"
"J9811",10,"Atelectasis"
"R571",10,"Hypovolemic shock"
"J9600",10,"Acute respiratory failure, unspecified whether with hypoxia or hypercapnia"
"D62",10,"Acute posthemorrhagic anemia"
"E871",10,"Hypo-osmolality and hyponatremia"
"R6521",10,"Severe sepsis with septic shock"
"T80219A",10,"Unspecified infection due to central venous catheter, initial encounter"
"R188",10,"Other ascites"
"I4892",10,"Unspecified atrial flutter"
"D638",10,"Anemia in other chronic diseases classified elsewhere"
"K7200",10,"Acute and subacute hepatic failure without coma"
"Z955",10,"Presence of coronary angioplasty implant and graft"
"N179",10,"Acute kidney failure, unspecified"
"E43",10,"Unspecified severe protein-calorie malnutrition"
"K659",10,"Peritonitis, unspecified"
"N390",10,"Urinary tract infection, site not specified"
"E119",10,"Type 2 diabetes mellitus without complications"
"I4891",10,"Unspecified atrial fibrillation"
"K767",10,"Hepatorenal syndrome"
"I25118",10,"Atherosclerotic heart disease of native coronary artery with other forms of angina pectoris"
"Z794",10,"Long term (current) use of insulin"
"I129",10,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
"K7469",10,"Other cirrhosis of liver"
"D684",10,"Acquired coagulation factor deficiency"
"J95851",10,"Ventilator associated pneumonia"
"E872",10,"Acidosis"
"K766",10,"Portal hypertension"
"T8119XA",10,"Other postprocedural shock, initial encounter"
"K567",10,"Ileus, unspecified"
"B9689",10,"Other specified bacterial agents as the cause of diseases classified elsewhere"
"N183",10,"Chronic kidney disease, stage 3 (moderate)"
"57512",9,"Acute and chronic cholecystitis"
"V8535",9,"Body Mass Index 35.0-35.9, adult"
"42789",9,"Other specified cardiac dysrhythmias"
"27800",9,"Obesity, unspecified"
"2749",9,"Gout, unspecified"
"1560",9,"Malignant neoplasm of gallbladder"
"4019",9,"Unspecified essential hypertension"
"42731",9,"Atrial fibrillation"
"1978",9,"Secondary malignant neoplasm of other digestive organs and spleen"
"V5861",9,"Long-term (current) use of anticoagulants"
"42731",9,"Atrial fibrillation"
"51881",9,"Acute respiratory failure"
"75169",9,"Other anomalies of gallbladder, bile ducts, and liver"
"4254",9,"Other primary cardiomyopathies"
"2749",9,"Gout, unspecified"
"2859",9,"Anemia, unspecified"
"570",9,"Acute and subacute necrosis of liver"
"29900",9,"Autistic disorder, current or active state"
"486",9,"Pneumonia, organism unspecified"
"58389",9,"Nephritis and nephropathy, not specified as acute or chronic, with other specified pathological lesion in kidney"
"5761",9,"Cholangitis"
"V1253",9,"Personal history of sudden cardiac arrest"
"7906",9,"Other abnormal blood chemistry"
"03842",9,"Septicemia due to escherichia coli [E. coli]"
"42821",9,"Acute systolic heart failure"
"79029",9,"Other abnormal glucose"
"40390",9,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
"28749",9,"Other secondary thrombocytopenia"
"34830",9,"Encephalopathy, unspecified"
"5845",9,"Acute kidney failure with lesion of tubular necrosis"
"78551",9,"Cardiogenic shock"
"5939",9,"Unspecified disorder of kidney and ureter"
"99592",9,"Severe sepsis"
"4280",9,"Congestive heart failure, unspecified"
"5859",9,"Chronic kidney disease, unspecified"
"2762",9,"Acidosis"
"29900",9,"Autistic disorder, current or active state"
"42731",9,"Atrial fibrillation"
"V5861",9,"Long-term (current) use of anticoagulants"
"V1253",9,"Personal history of sudden cardiac arrest"
"78062",9,"Postprocedural fever"
"4019",9,"Unspecified essential hypertension"
"2930",9,"Delirium due to conditions classified elsewhere"
"9086",9,"Late effect of certain complications of trauma"
"07032",9,"Chronic viral hepatitis B without mention of hepatic coma without mention of hepatitis delta"
"34550",9,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy"
"3051",9,"Tobacco use disorder"
"28860",9,"Leukocytosis, unspecified"
"30981",9,"Posttraumatic stress disorder"
"E9290",9,"Late effects of motor vehicle accident"
"51881",9,"Acute respiratory failure"
"4238",9,"Other specified diseases of pericardium"
"7295",9,"Pain in limb"
"41189",9,"Other acute and subacute forms of ischemic heart disease, other"
"2762",9,"Acidosis"
"41519",9,"Other pulmonary embolism and infarction"
"2724",9,"Other and unspecified hyperlipidemia"
"4019",9,"Unspecified essential hypertension"
"496",9,"Chronic airway obstruction, not elsewhere classified"
"V4986",9,"Do not resuscitate status"
"07070",9,"Unspecified viral hepatitis C without hepatic coma"
"1629",9,"Malignant neoplasm of bronchus and lung, unspecified"
"42731",9,"Atrial fibrillation"
"1971",9,"Secondary malignant neoplasm of mediastinum"
"486",9,"Pneumonia, organism unspecified"
"3051",9,"Tobacco use disorder"
"2724",9,"Other and unspecified hyperlipidemia"
"80702",9,"Closed fracture of two ribs"
"8600",9,"Traumatic pneumothorax without mention of open wound into thorax"
"34590",9,"Epilepsy, unspecified, without mention of intractable epilepsy"
"5180",9,"Pulmonary collapse"
"E8881",9,"Fall resulting in striking against other object"
"E8881",10,"Metabolic syndrome"
"4019",9,"Unspecified essential hypertension"
"42731",9,"Atrial fibrillation"
"49121",9,"Obstructive chronic bronchitis with (acute) exacerbation"
"2767",9,"Hyperpotassemia"
"E8490",9,"Home accidents"
"I97131",10,"Postprocedural heart failure following other surgery"
"D62",10,"Acute posthemorrhagic anemia"
"I10",10,"Essential (primary) hypertension"
"I9752",10,"Accidental puncture and laceration of a circulatory system organ or structure during other procedure"
"J942",10,"Hemothorax"
"I5031",10,"Acute diastolic (congestive) heart failure"
"Z853",10,"Personal history of malignant neoplasm of breast"
"G936",10,"Cerebral edema"
"Y92230",10,"Patient room in hospital as the place of occurrence of the external cause"
"I97618",10,"Postprocedural hemorrhage of a circulatory system organ or structure following other circulatory system procedure"
"I671",10,"Cerebral aneurysm, nonruptured"
"E785",10,"Hyperlipidemia, unspecified"
"R4701",10,"Aphasia"
"R079",10,"Chest pain, unspecified"
"I9581",10,"Postprocedural hypotension"
"Y834",10,"Other reconstructive surgery as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
"G4700",10,"Insomnia, unspecified"
"I10",10,"Essential (primary) hypertension"
"W1830XA",10,"Fall on same level, unspecified, initial encounter"
"I671",10,"Cerebral aneurysm, nonruptured"
"Y92512",10,"Supermarket, store or market as the place of occurrence of the external cause"
"Z853",10,"Personal history of malignant neoplasm of breast"
"M4854XA",10,"Collapsed vertebra, not elsewhere classified, thoracic region, initial encounter for fracture"
"S2242XA",10,"Multiple fractures of ribs, left side, initial encounter for closed fracture"
"E876",10,"Hypokalemia"
"R55",10,"Syncope and collapse"
"E780",10,"Pure hypercholesterolemia"
"N390",10,"Urinary tract infection, site not specified"
"V1582",9,"Personal history of tobacco use"
"99859",9,"Other postoperative infection"
"56981",9,"Fistula of intestine, excluding rectum and anus"
"2724",9,"Other and unspecified hyperlipidemia"
"V4365",9,"Knee joint replacement"
"42769",9,"Other premature beats"
"29420",9,"Dementia, unspecified, without behavioral disturbance"
"9986",9,"Persistent postoperative fistula"
"42842",9,"Chronic combined systolic and diastolic heart failure"
"4240",9,"Mitral valve disorders"
"56722",9,"Peritoneal abscess"
"41401",9,"Coronary atherosclerosis of native coronary artery"
"E8798",9,"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure"
"5579",9,"Unspecified vascular insufficiency of intestine"
"2720",9,"Pure hypercholesterolemia"
"V5861",9,"Long-term (current) use of anticoagulants"
"4280",9,"Congestive heart failure, unspecified"
"42731",9,"Atrial fibrillation"
"4019",9,"Unspecified essential hypertension"
"2760",9,"Hyperosmolality and/or hypernatremia"
"78451",9,"Dysarthria"
"4240",9,"Mitral valve disorders"
"2859",9,"Anemia, unspecified"
"42833",9,"Acute on chronic diastolic heart failure"
"4271",9,"Paroxysmal ventricular tachycardia"
"2930",9,"Delirium due to conditions classified elsewhere"
"V4572",9,"Acquired absence of intestine (large) (small)"
"2724",9,"Other and unspecified hyperlipidemia"
"V5861",9,"Long-term (current) use of anticoagulants"
"42731",9,"Atrial fibrillation"
"41401",9,"Coronary atherosclerosis of native coronary artery"
"4380",9,"Late effects of cerebrovascular disease, cognitive deficits"
"5990",9,"Urinary tract infection, site not specified"
"V1582",9,"Personal history of tobacco use"
"4280",9,"Congestive heart failure, unspecified"
"5180",9,"Pulmonary collapse"
"V5861",9,"Long-term (current) use of anticoagulants"
"99830",9,"Disruption of wound, unspecified"
"53012",9,"Acute esophagitis"
"2724",9,"Other and unspecified hyperlipidemia"
"E8497",9,"Accidents occurring in residential institution"
"V552",9,"Attention to ileostomy"
"V552",10,"Person on outside of pick-up truck or van injured in collision with railway train or railway vehicle in nontraffic accident"
"4280",9,"Congestive heart failure, unspecified"
"V5832",9,"Encounter for removal of sutures"
"2800",9,"Iron deficiency anemia secondary to blood loss (chronic)"
"2930",9,"Delirium due to conditions classified elsewhere"
"4019",9,"Unspecified essential hypertension"
"V5866",9,"Long-term (current) use of aspirin"
"V4572",9,"Acquired absence of intestine (large) (small)"
"E8782",9,"Surgical operation with anastomosis, bypass, or graft, with natural or artificial tissues used as implant causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation"
"53290",9,"Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation, without mention of obstruction"
"7850",9,"Tachycardia, unspecified"
"53190",9,"Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction"
"5845",9,"Acute kidney failure with lesion of tubular necrosis"
"2720",9,"Pure hypercholesterolemia"
"2724",9,"Other and unspecified hyperlipidemia"
"55329",9,"Other ventral hernia without mention of obstruction or gangrene"
"0389",9,"Unspecified septicemia"
"79092",9,"Abnormal coagulation profile"
"2768",9,"Hypopotassemia"
"V4572",9,"Acquired absence of intestine (large) (small)"
"34830",9,"Encephalopathy, unspecified"
"4280",9,"Congestive heart failure, unspecified"
"2875",9,"Thrombocytopenia, unspecified"
"5570",9,"Acute vascular insufficiency of intestine"
"V5861",9,"Long-term (current) use of anticoagulants"
"42731",9,"Atrial fibrillation"
"78959",9,"Other ascites"
"514",9,"Pulmonary congestion and hypostasis"
"4271",9,"Paroxysmal ventricular tachycardia"
"78820",9,"Retention of urine, unspecified"
"41401",9,"Coronary atherosclerosis of native coronary artery"
"99592",9,"Severe sepsis"
"4019",9,"Unspecified essential hypertension"
"78838",9,"Overflow incontinence"
"5990",9,"Urinary tract infection, site not specified"
"2760",9,"Hyperosmolality and/or hypernatremia"
"2639",9,"Unspecified protein-calorie malnutrition"
"78552",9,"Septic shock"
"1120",9,"Candidiasis of mouth"
"2761",9,"Hyposmolality and/or hyponatremia"
"2762",9,"Acidosis"
"V4986",9,"Do not resuscitate status"
"4280",9,"Congestive heart failure, unspecified"
"40390",9,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
